sentence1	sentence2	gold_label
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	사진 속의 트랙이 완전히 평평하지는 않다.	entailment
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	자전거를 탄 두 사람이 트랙을 달리고 있다.	entailment
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	그 고양이는 오토바이를 타고 개로부터 달아난다.	contradiction
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	자동차들이 트랙을 질주하고 있다.	contradiction
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	MotoGP에서 두 대의 오토바이 경주	neutral
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	경주 전에 장갑을 낀 오토바이 운전자	contradiction
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	오토바이 운전자 두 명이 헬멧을 쓰고 있다.	neutral
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	오토바이 운전자 두 명이 자전거 근처에 서 있다.	contradiction
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	오토바이 운전자 두 명이 밖에 있다.	entailment
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	두 여자가 오토바이를 경주하고 있다.	neutral
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	오토바이를 타고 경주하는 두 남자는 서로 매우 가깝다.	neutral
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	눈에 보이는 사람이 운전한 유일한 차량은 자동차나 SUV뿐이다.	contradiction
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	누군가 적어도 조금은 다칠 위험이 있다.	neutral
두 명의 오토바이 운전자가 경사진 트랙에서 경주를 한다.	두 오토바이 경주	entailment
두 명의 오토바이 운전사가 매우 형광이 강한 노란색, 파란색, 녹색 색상을 입고 고속으로 굽이굽이를 돌고 있다.	운전자들이 고속으로 달리고 있다	neutral
두 명의 오토바이 운전사가 매우 형광이 강한 노란색, 파란색, 녹색 색상을 입고 고속으로 굽이굽이를 돌고 있다.	운전자들이 경주를 하고 있다	entailment
두 명의 오토바이 운전사가 매우 형광이 강한 노란색, 파란색, 녹색 색상을 입고 고속으로 굽이굽이를 돌고 있다.	운전자들이 자고 있다	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들은 모퉁이를 돌면서 접전을 벌이고 있다.	entailment
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들은 실내에 있다.	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들은 정지 표지판에 멈춰 있다.	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	자전거 타는 사람 두 명이 모퉁이를 돌고 있다.	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들은 라이벌이다.	neutral
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	두 명의 오토바이 운전자가 경주를 한다.	entailment
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들이 빠르게 움직이고 있다.	entailment
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자 두 명이 누가 더 빠른지 보려고 경주를 한다.	neutral
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 두 대가 모퉁이를 돌았다.	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	경주에 참가하는 두 명의 오토바이 운전자.	neutral
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	다른 유니폼을 입은 오토바이 운전자들이 경기장에서 모퉁이를 돌아 경주를 한다.	neutral
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들이 오물 자전거를 타고 있다.	neutral
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	두 오토바이 운전자가 서로 경주를 하고 있다.	entailment
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	오토바이 운전자들은 경주를 끝내지 못했다.	contradiction
두 명의 오토바이 운전자가 모퉁이를 돌며 목과 목을 경주한다.	두 명의 오토바이 운전자가 자전거를 타고 있다.	entailment
오토바이 경주자 두 명이 접전을 벌이고 있다.	두 사람이 경쟁하고 있다.	entailment
오토바이 경주자 두 명이 접전을 벌이고 있다.	두 경주자가 도로 자전거를 타고 있다.	neutral
오토바이 경주자 두 명이 접전을 벌이고 있다.	어떤 사람들은 오토바이를 검사하고 있다.	contradiction
야외 대피소 밑에서 술을 손에 들고 서 있는 세 명의 남자, 한 남자가 유태인 모자를 쓰고 있는 것 같다.	유태인 모자를 놀리는 두 남자	contradiction
야외 대피소 밑에서 술을 손에 들고 서 있는 세 명의 남자, 한 남자가 유태인 모자를 쓰고 있는 것 같다.	유대인 여자의 에네드를 논하는 남자들	neutral
야외 대피소 밑에서 술을 손에 들고 서 있는 세 명의 남자, 한 남자가 유태인 모자를 쓰고 있는 것 같다.	보호소에 있는 세 남자	entailment
나이 든 남자 셋, 야물케를 든 남자 한 명, 안경을 쓴 남자 한 명, 줄무늬 셔츠를 입은 남자 한 명이 이야기를 나누고 있다.	대화를 나누는 사람들.	entailment
나이 든 남자 셋, 야물케를 든 남자 한 명, 안경을 쓴 남자 한 명, 줄무늬 셔츠를 입은 남자 한 명이 이야기를 나누고 있다.	머리 깎는 여자요.	contradiction
나이 든 남자 셋, 야물케를 든 남자 한 명, 안경을 쓴 남자 한 명, 줄무늬 셔츠를 입은 남자 한 명이 이야기를 나누고 있다.	유대인 남자가 다른 두 남자와 이야기하고 있다.	neutral
세 명의 온화한 남자가 방금 플로리다에서 열린 세미나에 대해 토론하고 있다.	소년들은 플로리다 해변을 즐겼다.	contradiction
세 명의 온화한 남자가 방금 플로리다에서 열린 세미나에 대해 토론하고 있다.	남자들은 플로리다에서 열린 세미나에 대해 이야기했다.	entailment
세 명의 온화한 남자가 방금 플로리다에서 열린 세미나에 대해 토론하고 있다.	남자들은 플로리다에서 즐거운 시간을 보냈다	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	교차로에 있는 이 도로 노동자는 그의 일을 좋아한다.	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	남자가 교통을 지휘하고 있다.	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	남자가 무대 위에서 춤을 추고 있다.	contradiction
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	딱딱한 모자를 쓴 남자가 깃발을 들고 교차로에 서 있다.	entailment
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	오렌지색 딱딱한 모자를 쓴 남자가 교차로에 서 있다.	contradiction
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	한 건설 노동자가 교차로의 싱크홀 주변 교통을 안내하고 있다.	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	사람은 쉽게 볼 수 있도록 옷을 입는다.	entailment
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	남자가 깃발을 들고 있다.	entailment
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	공사가 진행되고 있다.	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 보스다.	neutral
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	마을 사람들이 재회했다.	contradiction
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	도로 노동자가 교차로에 서서 일을 하고 있다.	entailment
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	남자는 파란색 조끼를 입고 있다.	contradiction
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	한 남자가 교차로에 서 있다.	entailment
파란색 딱딱한 모자와 오렌지색 안전 조끼를 입은 남자가 깃발을 들고 교차로에 서 있다.	교차로의 도로 노동자는 해적기를 가지고 있었다.	contradiction
세 남자가 서로 이야기하고 술을 마신다.	세 명의 여성이 자전거를 타러 가고 있다.	contradiction
세 남자가 서로 이야기하고 술을 마신다.	세 남자가 술을 마시고 이야기를 나누고 있다.	entailment
세 남자가 서로 이야기하고 술을 마신다.	세 남자가 퇴근 후 행복한 시간을 보내고 있다.	neutral
늙은 부부가 옆에서 춤을 추는 동안 의자에 기대고 있는 남자.	춤을 뽐내는 남자가 바닥에서 움직인다.	contradiction
늙은 부부가 옆에서 춤을 추는 동안 의자에 기대고 있는 남자.	사람들이 춤추는 동안 앉아 있는 남자.	entailment
늙은 부부가 옆에서 춤을 추는 동안 의자에 기대고 있는 남자.	부모님이 기념일에 춤추는 것을 보는 남자.	neutral
게임을 하는 동안 많은 컴퓨터 게이머 그룹이 일렬로 배열됩니다.	한 무리의 사람들이 테이블에서 던전과 드래곤을 연주하고 있다.	contradiction
게임을 하는 동안 많은 컴퓨터 게이머 그룹이 일렬로 배열됩니다.	한 무리의 사람들이 컴퓨터 게임을 하고 있다.	entailment
게임을 하는 동안 많은 컴퓨터 게이머 그룹이 일렬로 배열됩니다.	한 무리의 게이머들이 LAN 파티를 하고 있다.	neutral
한 무리의 젊은이들이 경쟁적으로 게임을 하면서 컴퓨터 모니터를 집중적으로 응시한다.	한 무리의 아이들이 낮은 테이블 위에 지그소 퍼즐을 놓고 있다.	contradiction
한 무리의 젊은이들이 경쟁적으로 게임을 하면서 컴퓨터 모니터를 집중적으로 응시한다.	몇몇 젊은이들이 컴퓨터 게임을 하고 있다.	entailment
한 무리의 젊은이들이 경쟁적으로 게임을 하면서 컴퓨터 모니터를 집중적으로 응시한다.	한 무리의 대학생들이 기숙사 방에서 월드 오브 워크래프트를 한다.	neutral
커다란 감자 통을 앞에 두고 흙 속에 쪼그리고 앉아 있는 여자.	여자가 관람석에 앉아 있다.	contradiction
커다란 감자 통을 앞에 두고 흙 속에 쪼그리고 앉아 있는 여자.	여자가 밖에 있다.	entailment
커다란 감자 통을 앞에 두고 흙 속에 쪼그리고 앉아 있는 여자.	여자가 감자를 따고 있다.	neutral
나뭇잎으로 인쇄된 셔츠를 입은 더 큰 남자가 원격 조종 비행기와 함께 일하고 있다.	나뭇잎으로 인쇄된 셔츠를 입은 헤비셋 남자가 RC 비행기를 가지고 놀고 있다.	entailment
나뭇잎으로 인쇄된 셔츠를 입은 더 큰 남자가 원격 조종 비행기와 함께 일하고 있다.	비즈니스 정장을 입은 여자가 커피를 마시고 있다.	contradiction
나뭇잎으로 인쇄된 셔츠를 입은 더 큰 남자가 원격 조종 비행기와 함께 일하고 있다.	밝은 빨간색과 파란색의 하와이안 셔츠를 입은 헤비셋 남자가 RC 비행기를 가지고 놀고 있다.	neutral
한 여자가 모자로 가득 찬 테이블 뒤에 있는 보도 위에 서 있다.	여자가 산책로에 서 있다.	entailment
한 여자가 모자로 가득 찬 테이블 뒤에 있는 보도 위에 서 있다.	여자가 서서 누군가를 기다리고 있다.	neutral
한 여자가 모자로 가득 찬 테이블 뒤에 있는 보도 위에 서 있다.	여자가 달리고 있다.	contradiction
놀이공원에서 스릴 넘치는 놀이기구를 즐기는 한 무리의 사람들.	놀이공원의 사람들	entailment
놀이공원에서 스릴 넘치는 놀이기구를 즐기는 한 무리의 사람들.	제철소에서 열심히 일하다	contradiction
놀이공원에서 스릴 넘치는 놀이기구를 즐기는 한 무리의 사람들.	디즈니랜드 견학	neutral
군중 속에 있는 두 사람이 고개를 들고 있다	많은 사람들이 있다	entailment
군중 속에 있는 두 사람이 고개를 들고 있다	그들이 기다리는 사람은 단 한 사람뿐이다	contradiction
군중 속에 있는 두 사람이 고개를 들고 있다	그들은 불꽃놀이를 볼 준비를 하고 있다	neutral
사람들이 하늘을 올려다보며 무언가를 바라본다.	사람들은 눈을 감고 고개를 숙이고 기도한다.	contradiction
사람들이 하늘을 올려다보며 무언가를 바라본다.	사람들이 고개를 든다.	entailment
사람들이 하늘을 올려다보며 무언가를 바라본다.	비명을 들은 축구 선수들은 불타는 열기구가 물탑에 부딪히는 것을 보기 위해 제때에 고개를 든다.	neutral
한 무리의 사람들이 모여 올려다보며 사진을 찍었다.	군중이 모여든다.	entailment
한 무리의 사람들이 모여 올려다보며 사진을 찍었다.	한 무리의 사람들이 비행기 쇼의 사진을 찍고 싶어한다.	neutral
한 무리의 사람들이 모여 올려다보며 사진을 찍었다.	한 무리의 사람들이 마을 수영장에서 수영을 하고 있다.	contradiction
많은 사람들이 함께 붐빈다. 그들 중 몇 명은 위를 올려다보고 있다.	어떤 사람들은 그들 위를 바라보았다.	entailment
많은 사람들이 함께 붐빈다. 그들 중 몇 명은 위를 올려다보고 있다.	군중은 모두 휴대전화를 보고 있었다.	contradiction
많은 사람들이 함께 붐빈다. 그들 중 몇 명은 위를 올려다보고 있다.	몇몇 사람들은 UFO를 봤다고 생각했다.	neutral
화려한 꽃 셔츠를 입은 젊은 여성이 번화가에서 사진을 찍고 있다.	남자가 동물을 사냥하고 있다.	contradiction
화려한 꽃 셔츠를 입은 젊은 여성이 번화가에서 사진을 찍고 있다.	여자가 거리에 있다	entailment
화려한 꽃 셔츠를 입은 젊은 여성이 번화가에서 사진을 찍고 있다.	여자는 사진을 찍는 것을 좋아한다	neutral
아시아 관중들.	사람들이 지켜보고 있다	entailment
아시아 관중들.	영국인들이 축구 경기를 하고 있다.	contradiction
아시아 관중들.	아시아인들이 경기를 보고 있다.	neutral
한 남자가 잔을 들고 나이든 여자와 이야기를 나누고 있다.	남자가 노파를 때리고 있다.	contradiction
한 남자가 잔을 들고 나이든 여자와 이야기를 나누고 있다.	남자가 노파에게 말하고 있다.	entailment
한 남자가 잔을 들고 나이든 여자와 이야기를 나누고 있다.	남자가 와인을 마시고 있다.	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	한 남자가 오토바이를 타고 산을 오르고 있다.	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	사람이 오토바이를 타고 있다.	entailment
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이를 탄 남자가 산을 운전하는 반면, 그의 친구는 자전거에 문제가 있다.	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	자전거 타는 사람이 그의 친구와 함께 산을 올라갑니다.	entailment
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	한 자전거가 정지해 있는 동안, 다른 오토바이의 운전자가 녹색 산을 운전한다.	entailment
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	자전거가 거리를 순항하고 있다.	contradiction
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이가 산 옆으로 올라가고 있다.	entailment
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	한 바이커는 마운틴 로드에서 다른 바이커를 쫓는다.	contradiction
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이가 두 대 있는데 한 대가 고장났다	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	두 명의 오토바이 운전자가 산을 운전하고 있다.	contradiction
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이 운전자가 운전하고 있다.	entailment
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이 운전자가 휴가 중이다.	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	자전거 타는 사람 두 명이 갈색 산 옆으로 차를 몰았다.	contradiction
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	헬멧을 쓴 오토바이 운전자가 녹색 산 옆으로 차를 몰았고 다른 사이클리스트는 기분이 좋지 않아 뒤에 남아 있었다.	neutral
다른 자전거가 정지해 있는 동안 오토바이 운전자가 녹색 산 옆을 운전한다.	오토바이 두 대가 산을 오르고 있다.	contradiction
한 남자가 알래스카 스웨터를 입고 있다.	남자가 스웨터를 입고 있다.	entailment
한 남자가 알래스카 스웨터를 입고 있다.	남자는 셔츠를 입고 있지 않다.	contradiction
한 남자가 알래스카 스웨터를 입고 있다.	그 남자는 알래스카에서 그 셔츠를 샀다.	neutral
와인잔을 들고 식당에서 노파와 이야기를 나누고 있는 남자.	이 남자는 술을 마시지 않는다.	contradiction
와인잔을 들고 식당에서 노파와 이야기를 나누고 있는 남자.	남자와 여자가 이야기한다	entailment
와인잔을 들고 식당에서 노파와 이야기를 나누고 있는 남자.	이 사람들은 엄마의 날을 즐긴다	neutral
알래스카 스웨터와 야구 모자를 쓴 남자가 복권을 사고 있다.	개들은 돈을 내지 않고 있다	contradiction
알래스카 스웨터와 야구 모자를 쓴 남자가 복권을 사고 있다.	경기가 끝난 후 알래스카 셔츠와 야구 모자를 쓴 남자가 돈을 벌기 위해 스크래치를 사고 있다.	neutral
알래스카 스웨터와 야구 모자를 쓴 남자가 복권을 사고 있다.	경기가 끝난 후 알래스카 셔츠와 야구 모자를 쓴 남자가 스크래치를 사고 있다.	entailment
파란 스웨터를 입은 남자가 회색 머리의 여자와 이야기를 나누고 있다.	남녀가 이야기를 나누고 있다.	entailment
파란 스웨터를 입은 남자가 회색 머리의 여자와 이야기를 나누고 있다.	남자가 할머니와 이야기를 나누고 있다	neutral
파란 스웨터를 입은 남자가 회색 머리의 여자와 이야기를 나누고 있다.	남자가 혼자 앉아 있다.	contradiction
결혼식 파티가 건물 밖으로 걸어 나간다.	새 부부는 건물을 떠난다.	neutral
결혼식 파티가 건물 밖으로 걸어 나간다.	신랑과 신부는 바다로 걸어 들어간다.	contradiction
결혼식 파티가 건물 밖으로 걸어 나간다.	신랑과 신부는 밖으로 걸어 나간다.	entailment
갈색 개가 코를 핥고 있다.	검은 개가 핥고 있다.	contradiction
갈색 개가 코를 핥고 있다.	개가 코를 닦기 위해 혀를 사용하고 있다.	entailment
갈색 개가 코를 핥고 있다.	개가 코에서 땅콩버터를 핥고 있다.	neutral
사람들이 붐비는 술집에서 어울린다.	그 방은 텅 빈 바닥이 넓다.	contradiction
사람들이 붐비는 술집에서 어울린다.	두 성별의 사람들이 있다.	neutral
사람들이 붐비는 술집에서 어울린다.	사람들은 주로 성인이다.	entailment
하와이안 셔츠를 입은 남자가 비행기 모델을 조립했다.	남자가 셔츠를 입고 있다.	entailment
하와이안 셔츠를 입은 남자가 비행기 모델을 조립했다.	남자가 접착제 냄새를 맡고 있다.	neutral
하와이안 셔츠를 입은 남자가 비행기 모델을 조립했다.	남자가 집을 짓고 있다.	contradiction
몇몇 사람들이 파티에 서 있었다.	사람들이 뭔가를 축하하고 있다	neutral
몇몇 사람들이 파티에 서 있었다.	아무도 파티에 나타나지 않았다	contradiction
몇몇 사람들이 파티에 서 있었다.	파티의 사람들	entailment
술을 들고 서 있는 한 무리의 사람들이 이야기를 나누고 있다.	어떤 사람들은 음료수를 들고 있다.	entailment
술을 들고 서 있는 한 무리의 사람들이 이야기를 나누고 있다.	사람들이 파티에 있다.	neutral
술을 들고 서 있는 한 무리의 사람들이 이야기를 나누고 있다.	사람들이 뜨거운 욕조에 앉아 있다.	contradiction
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개는 입을 벌리고 있다	entailment
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개는 1파운드에서 잔다	contradiction
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개는 카메라의 맛을 궁금해 한다	neutral
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개가 카메라를 향해 웃고 있다	neutral
혀를 내밀고 있는 갈색 개가 카메라를 본다.	갈색 개가 잠시 멈춰 서서 카메라를 본다.	entailment
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개가 사진을 찍기 위해 포즈를 취하고 있다	entailment
혀를 내밀고 있는 갈색 개가 카메라를 본다.	한 동물이 카메라를 보고 있다.	entailment
혀를 내밀고 있는 갈색 개가 카메라를 본다.	갈색 개는 카메라에 관심을 갖고 직접 본다.	neutral
혀를 내밀고 있는 갈색 개가 카메라를 본다.	지친 개	neutral
혀를 내밀고 있는 갈색 개가 카메라를 본다.	갈색 개가 혀를 내밀고 카메라를 바라보며 풀밭에 누워 있다.	neutral
혀를 내밀고 있는 갈색 개가 카메라를 본다.	혀를 내밀고 있는 검은 개가 카메라에서 시선을 돌렸다.	contradiction
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개가 카메라를 본다	entailment
혀를 내밀고 있는 갈색 개가 카메라를 본다.	뼈를 씹는 갈색 개.	contradiction
혀를 내밀고 있는 갈색 개가 카메라를 본다.	칩덩크	contradiction
혀를 내밀고 있는 갈색 개가 카메라를 본다.	개가 뛰어다니고 있다	contradiction
초록색 셔츠를 입은 여자가 신발 하나만 신은 채 그네를 타고 있다.	트랙슈즈를 신은 남자가 달리고 있다.	contradiction
초록색 셔츠를 입은 여자가 신발 하나만 신은 채 그네를 타고 있다.	그네를 타고 놀다가 신발을 잃어버린 여자.	entailment
초록색 셔츠를 입은 여자가 신발 하나만 신은 채 그네를 타고 있다.	공원에 있는 여자.	neutral
짧은 검은 머리에 가벼운 카프리 스타일의 바지, 녹색 티셔츠, 샌들을 그네에 신은 안경을 쓴 여성.	남자가 그네에 앉아 있다.	contradiction
짧은 검은 머리에 가벼운 카프리 스타일의 바지, 녹색 티셔츠, 샌들을 그네에 신은 안경을 쓴 여성.	여자가 그네에 앉아 있다.	entailment
짧은 검은 머리에 가벼운 카프리 스타일의 바지, 녹색 티셔츠, 샌들을 그네에 신은 안경을 쓴 여성.	엄마가 그네에 앉아 있다.	neutral
신발 한 짝을 잃은 여자가 그네를 타고 있다.	여자가 처음으로 그네를 타고 논다.	neutral
신발 한 짝을 잃은 여자가 그네를 타고 있다.	남자가 그네에서 떨어진다.	contradiction
신발 한 짝을 잃은 여자가 그네를 타고 있다.	신발 그네 하나만 신은 여자.	entailment
풀로 가득 찬 언덕 앞 주차장에 주차된 검은 오토바이.	빨간 오토바이가 뒤집혔다	contradiction
풀로 가득 찬 언덕 앞 주차장에 주차된 검은 오토바이.	검은색 자전거 주차	entailment
풀로 가득 찬 언덕 앞 주차장에 주차된 검은 오토바이.	사진용으로 표시되는 검은색 오토바이	neutral
그네를 탄 여자가 신발 한 짝을 신고 있다.	여자는 신발 한 짝을 신고 TV를 보고 있었다	contradiction
그네를 탄 여자가 신발 한 짝을 신고 있다.	그 여자는 다른 신발을 잃어버려서 찾을 수 없다.	neutral
그네를 탄 여자가 신발 한 짝을 신고 있다.	그네를 탄 여자가 신발 한 짝을 신고 있다	entailment
세 사람이 경주에서 함께 조깅을 하고 있다.	경주에서 세 마리의 말이 달리고 있다.	contradiction
세 사람이 경주에서 함께 조깅을 하고 있다.	경주에서 세 사람이 함께 조깅을 하고 있다.	entailment
세 사람이 경주에서 함께 조깅을 하고 있다.	세 명의 여성이 함께 경주에서 조깅을 하고 있다.	neutral
거리에 서 있는 예술가 그림이 빨간색과 흰색 건물의 풍경을 그리고 있다.	그 예술가는 거리 공연자이기도 하다.	neutral
거리에 서 있는 예술가 그림이 빨간색과 흰색 건물의 풍경을 그리고 있다.	호텔 방에서 광대가 웃고 있다.	contradiction
거리에 서 있는 예술가 그림이 빨간색과 흰색 건물의 풍경을 그리고 있다.	거리에 서 있는 동안 화가 그림이 그려져 있다.	entailment
곰 손으로 가반조 콩을 따는 사람.	정원사는 리스 장갑이 달린 산딸기를 고른다.	contradiction
곰 손으로 가반조 콩을 따는 사람.	한 사람이 손으로 곰발로 가반조 콩을 고른다.	neutral
곰 손으로 가반조 콩을 따는 사람.	사람은 장갑을 끼지 않고 야외에서 정원 가꾸기를 하고 있다.	entailment
가운을 입은 남자가 당나귀를 타고 거리를 내려가고 있다.	남자가 동물을 타러 가고 있다	entailment
가운을 입은 남자가 당나귀를 타고 거리를 내려가고 있다.	남자가 솜브레로를 입고 있다	neutral
가운을 입은 남자가 당나귀를 타고 거리를 내려가고 있다.	남자가 말을 타고 있다	contradiction
파란 옷을 입은 남자가 작은 말을 타고 있다.	남자가 작은 말을 타고 있다.	entailment
파란 옷을 입은 남자가 작은 말을 타고 있다.	그 남자는 딸을 위해 사려고 하는 작은 말을 탔다.	neutral
파란 옷을 입은 남자가 작은 말을 타고 있다.	그 남자는 거대한 말을 탔다.	contradiction
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 말을 탄다.	entailment
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 말을 타고 나무에 들어가고 있다.	contradiction
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자는 선명한 녹색 나무를 지나간다.	entailment
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 야구 경기를 하고 있다.	contradiction
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	한 신사가 화려한 집 앞에서 말을 타는 것을 즐긴다.	entailment
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	하얀 터번을 입은 남자가 잔디를 깎고 있다.	contradiction
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 말을 탄다	entailment
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 말을 타고 시내로 가고 있다.	neutral
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	한 남자가 사랑하는 사람과 함께 가서 그녀를 고귀한 종마에 태운다.	contradiction
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	밝은 나무와 화려한 집 옆에서 말을 타고 있는 남자가 있다.	entailment
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	호르세리더가 그의 사랑을 가지러 집에 온다.	neutral
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	파란 옷을 입은 사람이 연한 색의 말타기를 탄다.	neutral
파란 옷과 하얀 터번을 입은 남자가 선명한 녹색 나무와 보라색 고정장치가 달린 주황색과 흰색 집을 지나 흰 말을 탄다.	남자가 차를 운전하고 있다	contradiction
