sentence1	sentence2	gold_label
그래, 사실 베트남 시대였을 때 난 베트남에 직접 갔을 때 상황이 달라	베트남 시대는 지금과 견줄 만하다.	contradiction
교회의 가장 화려한 예술 보물은 멋진 비잔틴 모자이크, 벽 높은 곳에 반짝이는 구약성서 장면(양안경 잊지 말 것)과 높은 제단 위에 있는 의기양양한 메리와 예수가 있다.	교회 안에는 비잔틴 모자이크가 많이 있다.	entailment
딘 하보는 부채가 부족한 젊은 변호사들이 공법 경력을 쌓을 여유가 없다는 페이퍼 체이스 투 머니 체이스의 센트 랄 논문에 대해 회의적인 입장을 표명했다.	딘 하보는 젊은 변호사들의 재정 안정을 전적으로 지지했다.	contradiction
그게 내가 그렇게 생각하는 거야	나도 그렇게 생각해	neutral
1992년 이전에 수정된 대출 및 대출 보증은 각각 단일 코호트를 구성해야 합니다.	1992년 이전의 대출의 30%가 채무불이행되었다.	neutral
어떤 것이든 과일을 먹을 거야."	아무것도 고기를 먹지 않을 것이다.	contradiction
그는 이미 2000년에 대선에 출마할 계획이라고 발표했다(법은 옐친의 선거 참여를 금지하지만 프리마코프는 또 다른 유력한 후보다).	그는 2000년 선거운동을 위해 천만 달러를 모금했다.	neutral
16세기에 두 번의 화재에서 모두 살아남은 그것의 강한 돌담은 1560년대에 메리 스튜어트와 그녀의 두 번째 남편인 Darnley 경이 점령한 방을 보호했다.	그 돌은 어떤 화재도 살아남지 못했고, 어떤 화재도 파괴되지 않았다.	contradiction
멕시코와 다른 지역들에 대해서 말이야 하지만 페르시아 만이 아주 조용하다고 네가 말했듯이 난 신문을 아주 가까이에서 감시하고 있어. 그리고 그게 거기 있지 않고 우리는 그것을 보지 않는 한 넌 거의 볼 수 없어.	나는 아직도 갈등이 곧 불붙기를 기대하고 있다.	neutral
2001년 5월 31일과 6월 1일, 약 50명의 동등한 정의 옹호자들이 LSC와 NLADA의 법률 서비스 커뮤니티의 다양성에 관한 첫 전국 회의를 위해 워싱턴 DC에 모였다.	옹호자들은 이것을 올해의 가장 중요한 회의라고 생각했다.	neutral
존은 어떤 전통에 속하는가?	존은 왜 전통이 없는가?	contradiction
존이 고개를 살짝 끄덕이며 다시 말했다.	존은 고개를 끄덕이며 말했다.	entailment
그러나 독자들은 시간이 짧아질수록 그 방법의 가치가 사건 전체에 대한 포괄적인 이해를 제시하는 방법으로 인식해야 한다.	그러나 독자들은 시간이 짧을수록 그 방법의 가치가 사건에 대한 포괄적인 이해를 제시하는 방법으로 인식해야 한다.	neutral
따라서 EPA는 1992년에 EPA가 국가 환경의 질을 개선하기 위해 추구할 측정 가능한 목표를 개발하는 데 이해당사자들이 참여하는 장기 계획 계획 계획인 국가 환경 목표 프로젝트를 착수하기로 결정했다.	EPA는 1999년에 국가 환경 목표 프로젝트를 시작했다	contradiction
하지만 선거가 끝난 후, 블랭클리는 99명이 있다고 말한다.	선거 후 블랭클리는 90명이 있다고 말했다.	contradiction
여기 그림자는 회색이나 검은색이 아니라 보라색과 보라색이었다.	그림자는 칠흑같이 검었다.	contradiction
베레스퍼드가 거기 있었다.	그들은 기다리고 있었다.	neutral
바우어는 부적절한 가능성을 반증하지 못했다.	바우어는 부당함을 증명하는 데 성공했다.	contradiction
그래, 사실 우리는 한 번 야영지에 갔었는데, 음, 내 말은 캠프장에 전기가 없다는 거야. 하지만 우린 이틀 밤만 거기서 보냈을 뿐이야. 난 일주일 정도 가고 싶지 않지만, 음.	나는 숲 한복판에서 몇 주를 보낼 수 있었다.	contradiction
1909년 Mary Louisa Armitt에 의해 설립 된이 지역의 학자들을 위한 자원을 제공했습니다. 그녀는 다른 사람들이 따라 가도록 격려한 자신의 책을 기증했습니다.	20세기 초에 설립되어 지역 학자들을 위한 자원으로 사용되었습니다.	entailment
우리는 휴가를 낼 수 있는 유일한 방법은 캠핑을 가는 것이라고 결정했다	우리는 캠핑이나 다른 활동을 할 여유가 없다.	contradiction
바실루스는 전혀 마음에 들지 않았다.	대부분의 남자들은 그것에 대해 기뻐했다.	neutral
그러나 그들은 이 제안이 가정법원에서 방임과 학대 사건을 기소하는 300명 이상의 아동서비스청 변호사를 제거함으로써 천만 달러를 절약할 수 있을 것이라고 말했다.	그러나 그 제안은 500만 달러만 절약할 가능성이 더 높다.	neutral
오 그래, 그건 뭔가	그건 확실히 뭔가 있어.	entailment
그래, 난 네가 그것에 대해 어떻게 생각하는지 알아. 그게 사실이야. 어, 네 게임의 가장 좋은 부분이 무엇이라고 생각해?	당신은 그 게임의 가장 나쁜 부분이 무엇이라고 생각하는가?	contradiction
하지만 나는 누군가를 믿어야 하고 그것은 틀림없이 여자일 것이다.	난 여자를 절대 믿지 않을거야.	contradiction
슈퍼점보?	다른 사람들보다 더 커?	neutral
이 함정을 인식한 클린턴은 측근들에게 기뻐하지 말라고 지시했다.	클린턴은 그의 사람들에게 함정을 무시하라고 말했다.	entailment
세용 도자기, 페라키아스산 광택이 나는 검은 색.	페라키아하스에서 만들어진 새용 도자기는 광택이 나는 검은색이다.	entailment
그리고 그들은 임업 일을 하고, 오솔길을 유지하고, 표지판을 붙이고, 방화 작업을 하고, 확실히 그런 종류의 것들을 한다.	그들은 사무실에 앉아 9대 5의 일을 한다.	contradiction
내 친구.	내 친구 중 한 명.	entailment
그녀가 어렸을 때 그녀는 나에게 복수하기 위해 그렇게 하곤 했다.	그녀는 내 피부 밑으로 들어가기 위해 그렇게 하곤 했다.	entailment
아니, 난 메릴랜드에 있어	전 메릴랜드에 가본 적이 없어요.	contradiction
어떤 비효율도 손실을 악화시킬 것이다.	가능한 한 효율적이어서 손실의 여파를 완화할 수 있다.	neutral
그러나 1990년대 초부터 개인 저축은 꾸준히 -0으로 감소해 왔다.	요즘 사람들은 점점 덜 절약한다.	entailment
조사 결과 우리는 햄버거에 배설물을 넣어야 한다고 한다.	방사선 조사는 우리 음식에 배설물을 유발한다고 생물학자는 말했다.	neutral
일반 시민들이 대통령을 보는 것은 큰 불편이 되고, 대통령이 일반 시민들을 보는 것은 큰 불편이 되고 있다.	대통령이 일반 시민을 보는 것은 불편하다.	entailment
글쎄, 나는 전쟁이 너무 빨리 끝났다고 생각해	전쟁은 몇 달 동안만 지속되었다.	neutral
어, 이스라엘과 중동 아랍 국가들 그리고 우리가 많은 문제를 가지고 있을 때 바로 우리 뒷문에	우리는 우리만의 문제가 충분히 있다.	entailment
그래, 그녀는 손으로 그 일들을 쉽게 할 수 있었다.	그녀는 그런 것들을 손으로는 전혀 할 수 없다.	contradiction
판사는 지금 어, 판결이 있을 때 내가 이해할 수 있는 기회가 있고 예를 들어 여기 포트워스에 8시에서 4시 이틀에 교수형 배심원이 있고 쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅쾅	아버지와 아들을 죽인 수의사는 판사가 연루되었기 때문에 유죄판결을 받지 못했다.	neutral
빠른 급여 하에서, 지불 승인에 따른 송장에 대한 검사를 때때로 사후 지불 검사라고 한다.	빠른 급여 하에서, 송장은 지불 승인을 위해 검사된다.	entailment
URS의 달러 값은 7 가지 유형의 URS에 대한 달러 값의 평균입니다.	URS의 달러 가치를 찾기 위해 7가지 유형의 URS가 평균화된다.	entailment
우리 모두는 엄청난 홍보를 받으며 살았다.	우리 모두는 홍보와 조롱의 폭발 속에서 살고 있다.	neutral
나는 어, 내 친구는 심리학자고 그는 항상 그것을 단기적인 즐거움 지향이라고 말한다. 나는 그가 그것에 적용하기를 좋아하는 기술적 측면이라고 생각한다.	나는 심리학자로 일하는 사람과 친구다.	entailment
그들은 내가 학부생이었을 때 나는 처음 2년 동안 비교적 작은 학교에 다녔고 그리고 나서 나는 매우 큰 학교로 전학했다.	나는 처음 2년 동안 작은 학교에 다녔고 그 후 더 큰 학교로 전학했다.	entailment
전문가들의 무아지경과 의심스러운 캐스팅은 이 영화들을 ...만큼 에로틱하게 만든다.	형편없는 캐스팅으로 인해 그 영화들은 전혀 섹시하지 않았다.	entailment
그러나 저널의 최선의 노력에도 불구하고, 세법은 진보적이다.	저널에도 불구하고, 세법은 진보적이다.	entailment
옛 동네의 윈스터브들은 괴테를 포함한 전임자들을 위한 장소를 모으고 있다.	대학생들은 기숙사에서 놀기만 한다.	contradiction
일단 그가 이 우회로에서 벗어나면 그는 안전할 것이다.	그는 이미 한 시간 동안 우회로에 있었다.	neutral
나는 내가 매일 운동할 수 있기를 바라지만 나는 적어도 일주일에 세 번은 그것을 하도록 강요한다. 그것은 내가 충분하지 않다고 느끼는 것이다. 하지만 그것은 적어도 네가 알고 있는 것이다. 나는 단지 내가 말한 것처럼 그것을 하도록 강요하는 것이다. 왜냐하면 나는 그것을 정말로 즐기지 않기 때문이다. 그러나 나는 그것을 해야 한다는 것을 안다. 그것은 단지 내가 그것을 하기를 원하는지에 대한 질문이 아니다.	나는 일주일에 세 번 운동을 한다.	entailment
나는 "그는 잠시 멈췄다가, 낮고 사악한 목소리로 천천히 말했다. "때로는 네가 우리를 팔 거라고 믿어!" 밴더마이어 부인은 미소를 지으며 어깨를 으쓱했다.	그는 밴더마이어 부인이 그것들을 절대 팔지 않을 것이라고 믿는다.	contradiction
이러한 정책은 비즈니스 및 소비자 행동을 변화시키고 새로운 기술 개선을 초래하며 자발적 및 정보 프로그램의 성공을 확대하는 것으로 가정되었습니다.	이러한 정책은 기업과 소비자의 행동을 변화시키고 또한 기술적 개선을 초래한다고 가정되었다.	entailment
터무니없는 비용에 대한 이유(1달러).	비용이 높은 이유에 대해서는 아무런 이유가 없다.	contradiction
암살자들이 이겼다면 페나 딤의 장벽이 열릴 것이다.	암살자들이 이겼더라면 페나 딤의 장벽은 닫혀 있었을 것이다.	contradiction
많은 사람들이 등록하지 않았기 때문에 투표하지 않는다	사람들은 그렇게 하기 위해 등록하지 않기 때문에 투표하지 않는다.	entailment
음-흠-음-흠-안타깝게도 많은 경우에 그런 책임은 당신이 알고 있는 가족 전체에서 한 명의 아이에게 있는 것 같다.	때때로 오직 한 아이만이 그 모든 책임을 진다.	entailment
다음 추첨은 어디 있지?" 공책은 그들 사이의 테이블 위에 놓여 있었다.	노트북을 테이블의 어느 곳에서도 찾을 수 없습니다.	contradiction
그녀는 오늘 들어왔다.	그녀는 오늘 참석해서 주의를 기울였다.	neutral
법을 집행하기 위해 길고, 비용이 많이 들고, 불확실한 소송이 필요하지 않다.	그 법은 비싸고 불필요하며 모호해야 한다.	contradiction
그는 그것을 되찾아 깔끔하게 묻었다.	그는 그것을 탁자 위에 두었다.	contradiction
공항에서 불과 10분 거리에 있고 해안 산호초에서 몇 초 떨어진 개인 해변에 자리잡고 있다.	그들은 개인 해변을 가지고 있다.	entailment
그들은 보수적 저널리즘의 세계로 내 진입을 거부당했다.	그들은 친절하게도 나를 그들의 세계로 받아들였다.	contradiction
이제 우리가 서구와 북부라고 생각하던 것에 봉사했던 이 단체들은 동남부의 개발도상국과 민주화국들에게 개방되고 있다.	그 단체들은 동남아 국가에 민주주의를 가져오는 것에 더 개방적이 되고 있다.	entailment
최근 논의에서 역사의 세 가지 이론, 즉 종말 이론, 파동 이론, 순환 이론이 두드러졌다.	역사에는 세 가지 종류의 이론이 있다.	entailment
(우연히 워싱턴 타임즈 사이트와 연결되는 WJC 페이지는 웹 상의 어떤 사이트보다도 가장 거슬리는 음악을 자랑한다.)	WJC 페이지는 가장 거슬리는 음악을 가지고 있다.	entailment
피라는 아름답지만 방문객들이 좁은 거리에 몰려들면 억압적일 수 있다.	방문객들은 또한 좁은 거리들로 붐비는 것으로 알려져 있다.	entailment
어떻게 이름을 지었습니까, 의원님?"	이름이 뭐죠?	entailment
, 마그네슘 또는 완충제)는 필요한 석회암의 양을 줄일 것이다.	마그네수임은 필요한 석회암의 양을 줄이지 않을 것이다.	contradiction
일부 사람들은 정치인들이 사생활에서 하는 일에 대한 건강한 무관심이 강간 혐의를 다룰 때 너무 지나쳤다고 느낄지도 모른다.	정치인들에 대한 강간 혐의가 있다.	entailment
투탕카멘도 그들 중 한 명일 수 있었지만, 이집트 당국은 그를 왕들의 계곡으로 돌려보내기로 결정했고, 그는 이제 다시 돌 석관에 있는 무덤의 내부 성소에 안치된다.	투탕카멘은 그의 무덤에 있는 다른 왕들에게 둘러싸여 있다.	neutral
그래, 나빴어. 그래, 큰 변화였어.	그 변화는 100명 이상의 사람들에게 영향을 미쳤다.	neutral
하지만 빗속에 그렇게 오래 서 있으면 혹이 생겼을 것 같고, 아무 일도 하지 않는 것보다 더 좋은 일이 있는 것 같았다.	하지만 장마철이었기 때문에 빗속에 그렇게 오래 서 있으면 혹이 생긴 것 같다.	neutral
달러와 마크(및 기타 통화)는 오늘날까지는 예전처럼 멀리 가지 않지만, 외국인 방문객들과 폴란드 방문객들은 무역의 개방과 시장에서의 상품 선택의 대폭적인 개선에 만족할 수 있을 뿐이다.	폴란드의 통화는 평가절하되었다.	entailment
회원들은 함께 일하면서 정보기술과 관리뿐만 아니라 사용자 커뮤니티와 프로젝트 이해관계자의 이해관계를 반영하고, 기술, 프로젝트 관리, 가치 관리, 예산, 재정, 조달 기술과 역량을 총체적으로 혼합하여 임무 요구를 충족시킨다.	회원들은 그들의 사용자 커뮤니티에 대해 신경쓰지 않는다.	contradiction
이 호텔은 현재 세계에서 가장 부유한 사람 중 한 명인 브루나이의 술탄에 의해 적절하게 소유되고 있으며, 그는 무려 1억 달러의 노골적인 웅장함을 되찾았다.	그 호텔은 한때 매우 웅장하다가 파손되어 남아 있었다.	contradiction
이 컬렉션에서 주목할만한 이야기 중, 1956년에 출판되었고 아마도 새로운 소설의 단편일 것입니다. 가장 실망스러운 것은 Ellison의 최신 작품이기 때문입니다.	Coupla Scalped Indians는 1956년 5월에 출판되었다.	neutral
왜 냉동실에서 한 거지?	나는 그들이 왜 냉동실에서 그것을 했는지 안다.	contradiction
폐쇄	감금.	entailment
장엄한 셀리 만의 사위 인 이브라힘 파 (Ibrahim Pa?)의 전 궁전에 보관 된이 컬렉션에는 조명 된 코란, 상감 된 코란 상자, 골동품 카펫, 도자기 및 페르시아 미니어처가 포함됩니다.	위대한 셀리만은 사위나 어떤 종류의 시댁도 없었다.	contradiction
현재 환율로는 2만 5천 파운드가 상당히 넘는다.	그 액수는 2만 5천 파운드다.	neutral
그들은 단지 너를 씹어먹고 뱉어낼 뿐이다.	그들은 당신을 매우 가혹하게 대합니다.	entailment
우연히도, 이것은 또한 우리 학교의 상태라고 뉴스 퀴즈 참가자들은 말한다.	아무도 뉴스 퀴즈에 참가하지 않았다.	contradiction
실제로, 수도가 나이가 들면서, 그것의 역사는 장식품, 보상, 무기로 떠올릴 수 있는 어떤 연관성 있는 과거가 되어가고 있다.	수도의 역사는 확고하다.	contradiction
그들은 단지 그들의 불운을 달래기 위해 너를 베어버릴지도 모른다.	그들은 스스로를 돕기 위해 당신을 희생할지도 모른다.	neutral
혜택을 받은 많은 사람들은 그들을 위해 땅을 관리하기 위해 사람들이 필요한 부재자 지주들이었다.	그 남자들은 그 땅을 관리한 사람들에게 많은 돈을 지불했다.	neutral
ALA 로고가 도움이 됐나요?	ALA에는 로고가 없습니다.	contradiction
자연주의 탐구의 논리.	자연주의적 탐구는 이해하기 어렵다.	entailment
현대 경제의 강국인 이 도시는 평화 회담의 장소, 가까운 동쪽의 아랍 국가들을 위한 초점, 그리고 이러한 외교적으로 불확실한 시대에 매우 귀중한 아랍 위원회의 본거지로서의 도시의 역할이다.	아랍 국가들은 일반적으로 석유를 중심으로 경제를 가지고 있다.	neutral
보험과 도박 산업은 이러한 성향에 기반을 두고 있다.	이러한 경향은 도박을 할 때 얼마나 많은 돈을 돌려받을지 과대평가하는 경향이다.	neutral
좋아, 지금 무선전화를 하고 있는데 배경소음이 들려서 채널을 바꿨어. 그들이 녹음하려고 하는 건 방해하고 싶지 않아서 어쨌든.	나는 녹음하는 사람들에게 사려깊게 대하려고 했다.	neutral
지역 테반 신 아몬은 라와 얽혀 신 아몬 라를 만들었고 1800년경에 여성 오시리스 컬트가 주요 신으로 발전했습니다.	아몬 라는 기원전 2000년경에 만들어졌다.	contradiction
윗층에는 가구, 도자기, 조각된 아이보리의 왕실 소장품들이 있다.	위층은 가장 가치 있는 물건들이 보관되어 있는 곳이다.	neutral
하지만 지금쯤이면 달 식민지가 있어야 한다는 건 알겠지만 그래 차가운 융합은 좋았을 거야	냉융합은 우리가 오늘날 달을 식민지화할 것이라는 생각처럼 분명히 불가능하다.	neutral
다른 소식을 들은 이후로 계속 내 자신을 탓하고 있어." 그의 말투에 뭔가가 토미의 관심을 끌었다.	그는 토미에게 "항상 내 자신을 탓했다"고 말했다.	entailment
살아남은 몇 안 되는 궁전 아파트 중 하나는 주요 하렘인 랑 마할(색깔의 궁전)이다.	랑마할은 조심스럽게 보존되었기 때문에 오늘날에도 여전히 살아남는다.	neutral
확률에 대해 추측하는 사람들은 어떤 도끼를 갈아야 하는지에 따라 낙관적이거나 상당히 낙담할 수 있다.	확률에 대해 추측하는 모든 사람들은 정말 지겨워.	contradiction
글쎄, 그 용감한 어린 소녀를 생각하는 것은 참을 수 없을 거야!	소녀는 뭔가 위험한 것에 직면했다.	neutral
대통령 선거를 더 흥미롭게 선언하는 것은 간단하고 개 같은 감사다.	그것은 너무 복잡해서 선거를 지루하게 만들었다.	contradiction
어, 난 맥키니에 있어	난 너희 엄마 집 지하실에 있어.	contradiction
짙은 기름을 바른 가죽이 손잡이를 감쌌다.	손잡이는 가죽으로 싸여 있었다.	entailment
그는 바닥으로 몸을 구부려 작은 구멍이 봉인되었을 때 꼬집어 놓은 하늘 재료의 공을 발견할 때까지 수색했다.	그가 발견한 하늘 물질의 공은 작은 구멍이 봉인되었을 때 꼬집어져 있었다.	entailment
그러나 장기 판매에 반대하는 법을 버리는 사람은 거의 없을 것이다.	장기 판매에 반대하는 법을 없애는 사람은 거의 없을 것이다.	entailment
그것은 스코틀랜드의 역사를 도표로 삼아 한 지붕 아래 많은 중요한 유물들을 소장하고 있다.	그곳에는 스코틀랜드에서 온 가장 중요한 역사적 유물들이 있다.	neutral
바탈라의 숨소리! 어둠의 남자가 말했다.	어두운 남자는 침묵을 지켰다.	contradiction
국토안보부 창설은 역대 최대 규모의 조직 개편 중 하나가 될 것이며 이 업무의 어려움을 과소평가해서는 안 된다.	국토안보부 창설은 관련된 모든 사람들에게 직접적인 개편이 되어야 한다.	contradiction
에스코리알의 다른 곳에서 발견된 훌륭한 그림 외에도 스페인 군주가 위임하거나 수집한 위대한 작품을 전시하기 위해 새로운 박물관이 만들어졌습니다.	새로운 박물관은 만들어졌지만 스페인 군주들의 작품은 허용되지 않는다.	contradiction
드류는 밝고 거의 화려한 유니폼을 입은 듯한 인상을 받았다.	드류는 둔한 셔츠를 생각했다.	contradiction
콜로라도 서부 지역의 농장 노동자들은 스프레이를 뿌릴 때 상추밭을 떠났다고 말했지만, 한 선장은 농작물 산업자가 비누와 물의 무해한 용액을 방출했다며 계속 일하라고 명령했다.	농장 노동자들은 선장이 그들에게 일을 강요했다고 말했다.	entailment
어떤 재스퍼만이 얼마나 좋은 생각을 하고 있었는지, 그는 어떤 아미고들이 바위 뒤에 쪼그리고 앉아 코로넬이 그들의 작은 불 주머니에 타기를 기다리고 있었다."	코로넬은 재스퍼와 몇몇 무법자들에게 매복하기 위해 설치되었다. 그는 마지막 순간에 경고를 받았다.	neutral
오 그래 그거면 충분해	그래, 그 정도면 충분해.	entailment
(헤스턴의 총기 권리에 대한 부드러움은 그의 NRA 선거에서 이슈가 되었지만, 그는 이전의 진술을 철회하고 NRA의 공식 노선에 귀를 기울이면서 비평가들을 잠재웠다.	헤스턴은 총기 권리 진술을 철회했다.	entailment
그리고 나서 다시 나는 1년 동안 트레일러를 잡아당기려고 했고 트레일러와 함께 해변이나 물건에 가는 것을 좋아했지만 그것은 당신이 알고 있는 번거로움이 될 것이다. 그래서 나는 그것을 결정했다.	나는 특히 해변 여행을 할 때 그 트레일러를 정말 좋아했다.	neutral
그것은 단지 감소하는 제자들의 법칙의 말로 표현할 수 없는 작업이 아니었다.	그것은 간단했다.	contradiction
맞아, 그리고 언제든 끝날 수 있어	아무도 그 계획을 모르기 때문에 피날레는 언제든 올 수 있다.	neutral
신용카드처럼 오, 그런 식으로 생각해 본 적이 없어. 너도 알다시피 그는 가끔 그것에 중독되어 있어.	그는 신용카드 없이는 집을 나갈 수 없었다.	neutral
음, 그녀는 그를 쐈고 그녀는 감옥에 갔어. 그녀는 그녀가 그를 죽였다는 것을 알고 있지만, 그녀는 그녀의 아기를 잃었고, 그리고 그들은 그녀를 감옥에 보냈어. 그래서 그건 옳지 않아.	아기를 잃은 후, 그녀는 그를 총으로 쏴 죽였고, 그래서 그녀는 지금 감옥에 있다.	entailment
"우리가 작업해야 할 것"이라고 존이 말했다.	존은 그들이 그 일을 할 필요가 있다고 생각한다.	entailment
나는 그들이 방언이라고 불리지 않을 것이라고 생각하지만 그들은 때때로 꽤 친하다.	그들은 방언이다.	contradiction
도시의 더 바쁜 거리에 있는 행상인에게 당신의 기량을 맡기는 것을 피하라; 자전거 도로는 거의 없고 정중한 운전자들은 훨씬 적다.	자전거 도로가 많기 때문에 더 바쁜 거리에서 속도를 늦출 이유가 없다.	contradiction
SUM06은 5월부터 9월까지의 달 동안 오전 8시부터 오후 8시까지 12시간 이내에 100만분의 0.06부(ppm)를 초과하는 시간당 오존 농도의 합계다.	SUM06은 매 시간마다 오존 농도의 합계로 백만분의 0.78 파트를 초과합니다.	contradiction
일반적으로 주요 도시 밖의 하이퍼마켓에서 좋은 가격을 찾으십시오.	일반적으로 가장 좋은 가격은 주요 도시 내에서 발견된다.	contradiction
그래서 만약 상상하지 못한 사람들이 권리를 가지고 있다면, 우리는 인구 증가에 막대한 보조금을 지급해야 한다; 그리고 만약 그들이 권리를 가지고 있지 않다면, 우리는 자유롭게 지구를 파괴해야 한다.	아직 만들어지지 않은 사람들이 권리를 가지고 있다면 우리는 증가하는 사람들의 수를 지불해야 한다.	entailment
HKTA는 또한 트레일 맵과 홍콩의 모든 다른 지역에서의 하이킹을 포함하는 레인저가 이끄는 가이드 네이처 워크를 후원합니다.	HKTA는 아름다운 평온한 지역을 가진 홍콩 전역의 지도와 하이킹을 포함하는 가이드드 네이처 워크를 관리했다.	neutral
4시쯤이요, 선생님.	4시쯤.	entailment
그것은 심지어 약간 부유하고 광물성 소금이 풍부해진다.	절망적으로 가난하고 미네랄 염은 그것이 더 부유해지는 데 도움이 되지 않았다.	contradiction
서사시와 서사시적으로 과장된 무한 제스트(1996년)의 저자로부터 대중문화, 문학, 테니스, 중미에 대한 에세이.	무한 제스트의 저자도 에세이를 썼는데, 그 중 일부는 중미에 관한 것이었다.	entailment
이와는 대조적으로 의회의 공화당원들은 일반적으로 중국과의 건설적인 참여를 선호했고, 진보적이고 보호주의적인 민주당원들은 대개 중국에 반대했다.	의회의 자유당과 보호주의 민주당은 일반적으로 중국과의 교전에 반대했지만 공화당은 대부분 찬성했다.	entailment
주방위군은 무슨 일이든 하기 위해 소집된다(경비대?)	주방위군은 임무를 완수하기 위해 소집된다.	entailment
나는 우리가 해야 한다고 생각한다. 왜냐하면 우리가 지금 그것을 하지 않으면 우리는 그것을 곧 해야 하기 때문이다.	지금 하지 않으면 1년 안에 해야 할 것이다.	neutral
에로틱한 환상과 종말론적 악몽을 뒤섞어 중세 농민 정신의 공포와 미신을 묘사하고 있다.	지루한 주제와 천사 같은 비전을 왕실의 관점에서 섞는다.	contradiction
스미토모 사건의 재미있는 점은 일본식 이름, 중국식 연결 등 이국적인 장식을 무시하면 바로 강도-바론 시대, 제이 굴드와 짐 피스크 시대에서 나온 이야기라는 것이다.	스미토모 사건과 관련된 일본 이름은 없었다.	contradiction
그것은 개조되었고 그 후 몇 년 동안 궁전 전체가 크게 확장되었다.	그 궁전은 폐허가 되었다.	contradiction
그래 자동차 수리는 많은 사람들이 좋아하지 않는 주제인 것 같아. 왜냐하면 보통 비싸고, 어 사람들은 가끔 그 일에 만족하지 않거나, 그들이 지불해야 하는 것에 만족하지 않거든. 그래서 나는 그것이 내가 최근에 가지고 있던 신 포도 타입의 주제인 것 같아.	나는 자동차 수리하는 것을 싫어하는 사람이 아니다.	neutral
지난 주말에 아빠가 병원에 계신 부모님을 방문하러 집에 갔는데	우리 부모님은 모두 건강하셨다. 왜 물어보세요?	contradiction
1060년 두오모 산 마르티노(Duomo San Martino)는 니콜라 피사노(Nicola Pisano)가 북쪽 문 너머로 크로세카르브(Crosecarved)에서 온 디센트(Descent)가 있는 피산 스타일의 3층 파사드를 가지고 있다.	니콜라 피사노는 두이모 산 마르티노를 미화하기 위해 고용된 유일한 예술가였다.	neutral
그래, 그래 나 혼자 생각하고 있어	나는 이것을 마음에 두고 있지 않다.	contradiction
홍콩관광협회는 홍콩 자키클럽 방문자 박스와 회원 인클로저 입장, 뷔페식 식사 등이 포함된 ‘Come Horseracing Tour’를 운영하고 있다.	식사 후에는 방문자 박스에서 경마를 볼 수 있다.	neutral
불가피하게, 우리가 국제 디지털 예술 과학 아카데미라고 믿도록 요청받은 것에 의해 주어지는 웹비 어워드가 올 것이다. 저항 정신에 자부심을 느끼는 매체로서 이것은 가짜 설립주의에서 코믹하게 터무니없는 연습이다.	국제 디지털 예술 과학 아카데미는 Webby Awards와 관련이 없습니다.	contradiction
USA 투데이의 모듈형 레이아웃과 과감한 타입은 전형적인 다차원 웹 페이지를 예상했는데, 손가락을 가리키고 클릭하고, 크리스틴 로얄을 따라 성형 수술을 하고, 올림픽 선수들의 일상 프로필로 뛰어올라 보스니아 권력 투쟁의 깊이를 탐구했다.	링크를 클릭하면 웹 페이지로 이동하는 것과 마찬가지로 USA 투데이의 1면 항목에는 신문 깊숙한 곳에 있는 페이지 번호가 있다.	neutral
가격과 나는 그 TI 함대 할인 프로그램을 검토하고 있었다.	나는 또한 그 TI 함대 할인 프로그램에 참여하고 있었다.	entailment
그는 즉흥적으로 행동해야 했지만, 그는 그것을 거친 버전으로 극복했고, 그가 끝까지 다가왔다: "너 이름을 지어준 나..." 그가 뭐라고 이름지었니?	비록 그는 몇 가지 부분을 구성해야 했지만, 그는 잠정적인 버전의 끝에 도달했다.	entailment
종종 꽃이나 나비의 형태로 은색 필리그리 귀걸이와 브로치를 찾아라.	때때로, 은 귀걸이는 거미처럼 생겼습니다.	neutral
[나는] 예술이 아니었다면 포르노가 될 것이다(월터 켄드릭, 뉴욕 타임즈 북 리뷰). 다른 사람들은 이 소설의 형식, 즉 편지와 횡설수설한 다이어트리브의 조합이 이야기를 반복적이고 지루하게 만든다는 것을 발견한다.	그 책은 예술이 아니었다면 포르노일 것이다.	entailment
베레스포드 씨는 나에게 전화를 걸어 내가 이미 의심했던 것, 제인 핀 양의 사진이 허시머 씨의 소유에서 실제로 나온 적이 없다고 말했다. 그러나 소녀는 끼어들었다.	베레스포드 씨는 허시머 씨와 핀 양의 사진에 대해 내게 편지를 썼다.	contradiction
그냥 노동 낭비일 뿐이겠지.	그 일은 낭비될 것이다.	entailment
그래, 그들이 나에게 그 주제를 준 것 같거나 그리고 나는 축구 지즈 같아. 오랜만이야.	그들은 여전히 축구를 한다.	contradiction
